/*Owner & Copyrights: Vance King Saxbe. A.*/4,683.74:03:02:22
4,669.14:12:38:46
4,664.50:12:39:52
4,660.68:12:40:04
4,661.05:12:40:17
4,661.10:12:40:42
4,658.41:12:40:56
4,658.86:12:41:07
4,660.49:12:41:22
4,660.61:12:41:48
4,661.20:12:42:14
4,660.23:12:42:41
4,657.84:12:43:04
4,658.93:12:43:25
4,655.04:12:43:35
4,654.86:12:44:01
4,654.83:12:44:11
4,654.51:12:44:23
4,651.28:12:44:35
4,650.74:12:44:59
4,650.72:12:45:12
4,650.82:12:45:22
4,652.39:12:45:45
4,652.97:12:46:03
4,653.22:12:46:25
4,653.41:12:46:39
4,653.21:12:47:05
4,650.94:12:47:30
4,651.04:12:47:44
4,651.76:12:48:00
4,651.98:12:48:17
4,651.99:12:48:30
4,655.82:12:48:47
4,651.44:12:49:18
4,659.04:12:49:47
4,659.02:12:50:15
4,659.00:12:50:42
4,655.39:12:50:56
4,654.29:12:51:08
4,654.37:12:51:23
4,652.87:12:51:43
4,652.65:12:52:05
4,652.62:12:52:23
4,652.38:12:52:41
4,651.63:12:53:00
4,653.63:12:53:18
4,651.74:12:53:52
4,651.79:12:54:11
4,653.20:12:55:23
4,654.85:12:55:40
4,655.13:12:56:13
4,655.09:12:56:34
4,658.96:12:57:06
4,658.37:12:57:21
4,658.03:12:57:36
4,657.41:12:57:50
4,653.54:12:58:26
4,651.91:12:58:41
4,646.20:12:59:08
4,603.88:01:35:37
4,603.33:01:35:54
4,603.31:01:36:08
4,600.19:01:36:22
4,602.38:01:36:48
4,602.09:01:37:13
4,602.94:01:37:26
4,602.37:01:37:38
4,601.53:01:38:20
4,601.77:01:38:37
4,605.23:01:39:05
4,604.24:01:39:20
4,603.21:01:39:51
4,602.87:01:40:18
4,602.09:01:40:31
4,601.64:01:40:44
4,602.20:01:40:56
4,602.47:01:41:08
4,602.37:01:41:21
4,602.03:01:41:48
4,601.81:01:41:58
4,601.95:01:42:10
4,603.89:01:42:24
4,604.03:01:43:24
4,604.02:01:43:50
4,604.49:01:44:15
4,604.53:01:44:22
4,605.05:01:44:47
4,604.52:01:45:26
4,604.70:01:45:44
4,604.75:01:45:53
4,604.73:01:46:12
4,605.97:01:46:33
4,606.01:01:46:43
4,604.97:01:46:54
4,605.84:01:47:07
4,605.93:01:47:31
4,605.96:01:47:58
4,608.20:01:48:13
4,608.02:01:48:44
4,607.78:01:49:12
4,607.50:01:49:35
4,604.84:01:49:52
4,604.29:01:50:30
4,604.83:01:50:48
4,602.62:01:51:32
4,604.24:01:51:51
4,606.86:01:52:07
4,606.28:01:52:18
4,606.71:01:52:29
4,604.61:01:52:41
4,604.70:01:52:53
4,604.40:01:53:19
4,603.63:01:53:36
4,603.15:01:53:48
4,604.37:01:53:59
4,604.32:01:54:11
4,604.44:01:54:24
4,603.67:01:54:40
4,607.18:01:54:57
4,608.01:01:55:51
4,606.94:01:55:58
4,601.43:01:56:15
4,608.08:01:56:42
4,608.86:01:57:07
4,603.25:02:34:26
4,602.87:02:34:50
4,602.47:02:35:10
4,602.34:02:35:30
4,605.26:02:35:42
4,603.49:02:35:57
4,603.53:02:36:15
4,605.29:02:36:44
4,605.64:02:37:07
4,605.01:02:37:26
4,604.62:02:37:50
4,600.82:02:38:11
4,600.66:02:38:25
4,600.69:02:38:54
4,601.81:02:39:13
4,601.72:02:39:40
4,601.51:02:40:01
4,602.50:02:40:24
4,602.16:02:40:46
4,599.80:02:41:05
4,599.66:02:41:24
4,599.67:02:41:40
4,599.78:02:41:58
4,599.76:02:42:19
4,601.89:02:42:46
4,600.35:02:43:25
4,594.94:02:44:04
4,596.14:02:44:36
4,598.66:02:44:54
4,598.84:02:45:13
4,599.47:02:46:09
4,602.54:02:47:09
4,603.19:02:47:58
4,604.16:02:48:10
4,603.13:02:48:39
4,603.94:02:49:08
4,603.67:02:49:47
4,603.02:02:50:08
4,602.84:02:50:43
4,602.47:02:51:14
4,603.93:02:51:47
4,602.40:02:52:06
4,603.89:02:52:27
4,605.56:02:52:54
4,605.03:02:53:10
4,602.68:02:53:26
4,602.77:02:53:59
4,601.79:02:54:12
4,605.65:02:54:36
4,605.97:02:54:50
4,604.69:02:55:27
4,602.93:02:56:36
4,602.49:02:57:19
4,602.91:02:58:30
4,604.96:03:00:11
4,604.80:03:00:59
4,603.92:03:01:15
4,603.84:03:01:40
4,601.10:03:02:33
4,599.93:03:04:27
4,599.88:03:05:13
4,599.17:03:05:41
4,600.52:03:07:49
4,596.02:03:10:14
4,596.06:03:10:36
4,599.74:03:11:36
4,600.00:03:11:55
4,600.51:03:12:17
4,599.10:03:14:34
4,599.76:03:15:25
4,603.06:03:15:48
4,600.01:03:17:10
4,600.57:03:17:44
4,603.80:03:18:00
4,601.10:03:18:18
4,604.61:03:18:40
4,604.67:03:18:51
4,602.40:03:19:15
4,601.79:03:19:44
4,602.04:03:20:01
4,602.94:03:20:23
4,602.01:03:20:31
4,598.91:03:20:55
4,596.39:03:22:04
4,596.51:03:22:44
4,597.36:03:23:11
4,592.79:03:23:31
4,595.02:03:23:46
4,595.75:03:24:05
4,592.65:03:24:16
4,592.10:03:24:53
4,590.78:03:25:14
4,595.67:03:26:00
4,596.57:03:26:45
4,605.14:03:27:05
4,607.43:03:28:06
4,614.45:03:28:44
4,607.59:03:29:48
4,606.94:03:31:11
4,602.56:03:15:35
4,600.14:03:16:01
4,601.54:03:16:49
4,600.11:03:17:13
4,600.80:03:17:33
4,603.23:03:18:19
4,601.94:03:18:38
4,601.83:03:18:56
4,603.34:03:19:14
4,601.46:03:19:32
4,601.16:03:19:49
4,601.29:03:20:08
4,600.87:03:20:25
4,597.27:09:01:57
4,588.58:09:15:56
4,594.36:09:16:51
4,595.82:09:17:04
4,595.81:09:17:33
4,595.98:09:17:51
4,603.91:09:18:29
4,601.14:09:19:21
4,593.27:09:19:36
4,589.10:09:20:02
4,593.56:09:20:21
4,596.40:09:20:36
4,591.31:09:20:52
4,589.74:09:21:10
4,592.95:09:24:28
4,592.96:09:24:45
4,592.97:09:24:58
4,593.15:09:25:11
4,591.98:09:25:25
4,592.91:09:25:38
4,592.92:09:26:03
4,590.95:09:26:14
4,589.91:09:28:47
4,590.47:09:29:03
4,590.37:09:29:17
4,590.10:09:29:31
4,591.41:09:29:43
4,591.69:09:30:06
4,594.29:09:30:19
4,593.92:09:30:27
4,592.92:09:30:38
4,593.50:09:31:02
4,593.30:09:31:16
4,593.27:09:31:44
4,591.03:09:31:58
4,591.06:09:32:23
4,590.80:09:32:46
4,590.90:09:33:00
4,591.40:09:33:17
4,591.65:09:33:38
4,591.81:09:33:57
4,591.78:09:34:16
4,591.86:09:34:33
4,592.23:09:34:47
4,588.64:09:35:04
4,588.87:09:35:21
4,588.64:09:35:40
4,590.74:09:35:56
4,590.70:09:36:12
4,590.87:09:36:30
4,588.38:09:36:48
4,587.49:09:37:04
4,590.24:09:37:22
4,590.10:09:37:40
4,590.13:09:38:01
4,588.10:09:38:23
4,592.56:09:38:45
4,592.03:09:39:30
4,590.71:09:39:51
4,587.58:09:40:10
4,587.98:09:40:29
4,588.72:09:40:48
4,591.60:09:41:21
4,591.45:09:41:25
4,590.13:09:41:54
4,590.30:09:41:58
4,593.12:09:42:11
4,591.38:09:43:10
4,591.55:09:43:47
4,592.36:09:43:59
4,593.27:09:44:23
4,590.55:09:44:38
4,590.85:09:44:42
4,590.53:09:45:05
4,590.10:09:45:14
4,588.55:09:46:46
4,588.17:09:47:14
4,588.04:09:47:52
4,585.99:09:48:02
4,585.78:09:48:35
4,585.67:09:49:11
4,588.34:09:49:38
4,586.30:09:50:02
4,584.57:09:51:00
4,584.96:09:51:14
4,585.05:09:51:34
4,585.51:09:52:05
4,585.48:09:52:23
4,585.24:09:52:30
4,585.22:09:52:48
4,584.64:09:53:10
4,588.17:09:54:20
4,585.50:09:54:40
4,587.70:09:54:57
4,587.53:09:55:48
4,586.44:09:55:59
4,587.42:09:56:15
4,586.10:09:56:27
4,586.15:09:56:52
4,586.22:09:57:09
4,585.41:09:57:28
4,584.56:09:57:52
4,585.16:09:58:02
4,584.75:09:58:13
4,584.72:09:58:41
4,586.48:09:59:53
4,590.27:10:00:32
4,590.00:10:00:44
4,587.36:10:01:15
4,587.65:10:01:38
4,587.70:10:01:48
4,588.72:10:02:21
4,590.98:10:02:48
4,591.12:10:03:05
4,591.89:10:03:14
4,596.50:10:03:30
4,595.43:10:04:03
4,596.16:10:04:18
4,595.60:10:04:35
:10:05:14
4,600.13:12:49:23
4,604.40:12:49:43
4,604.33:12:49:56
4,599.26:12:50:26
4,599.35:12:50:41
4,599.19:12:50:55
4,599.15:12:51:09
4,599.27:12:51:35
4,599.28:12:51:49
4,603.11:12:52:06
4,604.22:12:52:18
4,603.92:12:52:33
4,604.10:12:52:46
4,606.84:12:53:09
4,607.46:12:53:18
4,607.73:12:53:33
4,607.90:12:53:46
4,610.67:12:54:00
4,608.76:12:54:28
4,609.86:12:54:46
4,612.65:12:55:01
4,611.68:12:55:15
4,612.74:12:55:28
4,612.51:12:55:43
4,614.07:12:55:57
4,611.93:12:56:12
4,611.65:12:56:24
4,611.82:12:56:39
4,611.86:12:57:31
4,613.85:12:57:41
4,614.74:12:58:17
4,612.37:12:58:31
4,612.32:12:58:52
4,611.85:12:59:03
4,611.72:12:59:17
4,606.97:01:00:08
4,608.38:01:00:24
4,609.54:01:01:08
4,609.63:01:01:21
4,608.95:01:01:28
4,610.88:01:01:41
4,611.09:01:02:07
4,610.83:01:02:34
4,610.85:01:02:39
4,610.79:01:03:04
4,609.52:01:03:15
4,603.65:01:03:30
4,603.46:01:04:02
4,603.70:01:04:28
4,605.72:01:04:44
4,605.67:01:04:58
4,605.75:01:05:12
4,608.31:01:05:33
4,607.76:01:05:44
4,597.25:01:06:06
4,604.28:01:06:46
4,604.31:01:07:06
4,601.21:01:07:34
4,601.09:01:07:38
4,601.88:01:08:45
4,603.51:01:08:57
4,604.52:01:09:38
4,603.63:01:09:56
4,603.89:01:10:22
4,604.09:01:10:45
4,603.85:01:11:12
4,603.81:01:11:30
4,605.62:01:12:00
4,605.02:01:12:25
4,604.94:01:13:01
4,605.08:01:13:35
4,603.26:01:13:54
4,601.96:01:14:16
4,601.93:01:14:39
4,602.24:01:15:51
4,604.68:01:16:16
4,604.99:01:16:39
4,604.86:01:17:04
4,605.13:01:17:52
4,602.70:01:18:16
4,601.04:01:20:31
4,598.84:01:21:11
4,597.77:01:21:32
4,594.85:01:22:11
4,595.71:01:22:30
4,595.81:01:22:50
4,595.34:01:23:00
4,596.37:01:24:26
4,595.93:01:25:04
4,596.29:01:25:30
4,596.27:01:25:50
4,597.82:01:26:12
4,598.02:01:26:32
4,601.25:01:26:51
4,601.15:01:27:06
4,601.35:01:27:28
4,601.68:01:27:48
4,600.67:01:28:38
4,599.26:01:29:21
4,597.33:01:29:44
4,596.54:01:30:41
4,596.51:01:31:04
4,596.42:01:31:37
4,598.37:01:32:33
4,598.44:01:32:53
4,596.34:01:33:08
4,595.44:01:33:40
4,592.49:01:33:53
4,591.18:01:34:16
4,591.59:01:34:38
4,591.62:01:35:11
4,591.73:01:35:40
4,591.41:01:36:10
4,590.96:01:36:41
4,590.49:01:37:14
4,592.05:01:37:45
4,592.31:01:38:20
4,593.55:01:38:52
4,592.30:01:39:26
4,591.91:01:39:58
4,590.97:01:40:33
4,591.32:01:41:03
4,593.27:01:41:37
4,593.13:01:42:13
4,593.02:01:42:52
4,594.14:01:43:32
4,590.25:07:20:10
4,631.05:08:56:26
4,640.66:09:15:18
4,626.25:09:15:33
4,634.57:09:15:53
4,634.89:09:16:03
4,637.80:09:16:21
4,638.40:09:16:32
4,639.20:09:16:47
4,641.03:09:17:09
4,640.39:09:17:18
4,638.06:09:17:37
4,639.16:09:17:56
4,639.55:09:18:04
4,637.09:09:18:25
4,639.18:09:18:35
4,636.78:09:18:48
4,635.57:09:19:06
4,634.65:09:19:19
4,636.48:09:19:33
4,637.13:09:19:52
4,637.06:09:20:05
4,635.88:09:20:23
4,635.85:09:20:34
4,636.69:09:20:54
4,636.17:09:21:07
4,632.52:09:32:16
4,628.06:09:32:34
4,630.46:09:33:07
4,628.62:09:33:37
4,631.03:09:34:17
4,630.01:09:34:42
4,629.05:09:35:02
4,630.50:09:35:21
4,630.68:09:35:43
4,630.08:09:35:55
4,629.21:09:36:06
4,629.15:09:36:28
4,628.77:09:36:39
4,624.53:09:36:52
4,624.35:09:37:03
4,623.94:09:37:35
4,623.95:09:37:46
4,621.87:09:38:00
4,622.06:09:38:13
4,622.34:09:38:27
4,622.62:09:38:39
4,621.47:09:38:52
4,621.19:09:39:04
4,620.78:09:39:32
4,619.27:09:39:50
4,620.74:09:40:05
4,619.17:09:40:47
4,619.20:09:40:53
4,619.16:09:41:08
4,618.61:09:41:32
4,618.10:09:42:07
4,619.73:09:42:23
4,619.08:09:42:58
4,617.48:09:43:13
4,617.29:09:43:24
4,617.50:09:43:39
4,622.36:09:44:21
4,620.21:09:45:06
4,619.85:09:45:40
4,618.10:09:46:15
4,620.84:09:46:26
4,621.17:09:46:57
4,619.38:09:47:15
4,617.97:09:48:28
4,616.91:09:49:28
4,616.95:09:49:35
4,617.30:09:50:03
4,616.47:09:50:08
4,616.62:09:50:40
4,614.07:09:50:56
4,614.14:09:51:09
4,614.56:09:51:38
4,615.07:09:52:31
4,614.95:09:52:55
4,615.93:09:53:34
4,617.38:09:53:46
4,617.27:09:53:53
4,615.22:09:54:13
4,614.88:09:54:25
4,612.70:09:54:59
4,609.63:09:55:08
4,609.67:09:55:46
4,612.31:09:56:19
4,612.90:09:56:35
4,612.64:09:57:05
4,614.49:09:58:11
4,615.01:09:58:49
4,613.35:09:59:04
4,613.24:09:59:27
4,612.71:09:59:38
4,612.67:09:59:54
4,614.18:10:00:23
4,614.45:10:01:09
4,609.96:10:01:56
4,612.62:10:02:13
4,611.48:10:02:43
4,613.49:10:03:50
4,611.38:10:04:06
4,611.78:10:04:40
4,611.67:10:05:10
4,612.42:10:06:33
4,611.56:10:06:59
4,612.27:10:08:16
4,613.07:10:09:20
4,612.80:10:09:26
4,612.94:10:09:47
4,611.56:10:10:10
4,611.55:10:10:24
4,609.90:10:11:14
4,608.70:10:11:33
4,608.76:10:11:42
4,609.04:10:11:51
4,608.48:10:12:07
4,606.47:10:13:16
4,606.66:10:13:28
4,606.68:10:13:50
4,606.51:10:14:39
4,608.10:10:14:53
4,609.25:10:15:09
4,609.39:10:15:21
4,609.58:10:15:39
4,609.50:10:15:58
4,610.40:10:16:09
4,606.95:10:16:29
4,606.65:10:16:38
4,604.12:10:17:42
4,608.12:10:18:29
4,607.94:10:18:45
4,607.95:10:19:12
4,607.60:10:19:23
4,607.56:10:19:46
4,608.75:10:20:35
4,608.61:10:20:39
4,608.32:10:21:09
4,608.41:10:21:40
4,608.10:10:21:57
4,607.86:10:22:07
4,608.02:10:22:35
4,606.93:10:22:40
4,607.11:10:22:52
4,607.18:10:23:14
4,607.23:10:23:25
4,605.98:10:24:02
4,605.81:10:24:23
4,607.23:10:24:55
4,607.29:10:25:18
4,607.14:10:25:41
4,607.11:10:25:59
4,607.19:10:26:09
4,607.46:10:26:35
4,607.82:10:27:07
4,608.15:10:27:42
4,608.40:10:27:58
4,608.80:10:28:12
4,608.28:10:29:00
4,607.92:10:29:22
4,608.29:10:29:44
4,606.82:10:29:54
4,606.91:10:30:16
4,608.84:10:30:30
4,609.01:10:30:43
4,608.98:10:31:19
4,609.03:10:31:30
4,607.93:10:31:40
4,608.26:10:32:02
4,608.25:10:32:24
4,607.99:10:32:42
4,606.45:10:32:54
4,606.63:10:33:22
4,607.71:10:34:01
4,607.75:10:34:20
4,610.91:10:34:40
4,611.26:10:35:05
4,611.09:10:35:08
4,611.21:10:35:22
4,611.16:10:35:43
4,611.14:10:36:18
4,608.99:10:37:14
4,610.79:10:37:40
4,609.03:10:37:53
4,609.05:10:38:14
4,608.54:10:38:26
4,609.64:10:38:47
4,608.91:10:39:17
4,609.14:10:39:26
4,609.57:10:39:56
4,609.54:10:40:22
4,609.17:10:40:42
4,607.58:10:41:12
4,607.86:10:41:38
4,611.23:10:42:15
4,610.08:10:42:39
4,610.21:10:43:03
4,609.00:10:43:29
4,608.66:10:43:48
4,609.75:10:44:18
4,609.85:10:44:41
4,608.81:10:45:03
4,610.79:10:45:27
4,610.83:10:45:48
4,610.43:10:46:07
4,610.00:10:46:33
4,611.49:10:46:55
4,611.81:10:47:17
4,611.70:10:47:37
4,613.99:10:48:06
4,615.92:10:48:28
4,616.53:10:48:53
4,619.13:10:49:25
4,619.15:10:49:49
4,618.43:10:50:13
4,618.44:10:50:42
4,619.45:10:51:03
4,620.18:10:51:31
4,620.25:10:51:46
4,620.26:10:52:06
4,619.08:10:52:24
4,617.83:10:52:55
4,619.22:10:54:14
4,619.42:10:55:03
4,620.58:10:55:26
4,620.21:10:56:03
4,616.57:10:56:44
4,616.74:10:56:57
4,618.88:10:57:17
4,620.05:10:57:30
4,620.97:10:57:39
4,621.35:10:59:00
4,622.11:10:59:17
4,621.46:11:00:09
4,620.64:11:00:13
4,620.68:11:00:43
4,622.21:11:01:24
4,620.98:11:01:32
4,620.38:11:01:42
4,617.59:11:02:12
4,620.24:11:02:57
4,616.01:11:11:58
4,616.04:11:12:11
4,614.91:11:12:41
4,613.49:11:13:00
4,613.42:11:13:20
4,613.32:11:13:36
4,612.64:11:13:51
4,612.28:11:14:07
4,611.92:11:14:20
4,611.86:11:14:39
4,612.70:11:14:56
4,612.63:11:15:26
4,612.69:11:15:40
4,612.86:11:15:57
4,612.89:11:16:13
4,613.46:11:16:26
4,613.63:11:16:42
4,613.53:11:16:57
4,613.60:11:17:28
4,613.58:11:17:44
4,614.19:11:18:15
4,614.06:11:18:31
4,614.01:11:18:47
4,614.13:11:19:01
4,613.06:11:19:14
4,612.36:11:19:29
4,611.68:11:19:48
4,611.80:11:20:04
4,611.91:11:20:14
4,611.96:11:20:30
4,610.88:11:21:03
4,610.89:11:21:25
4,611.06:11:21:38
4,611.86:11:21:57
4,611.98:11:22:18
4,611.17:11:22:27
4,612.72:11:22:46
4,612.55:11:23:46
4,614.14:11:24:32
4,612.54:11:25:07
4,613.40:11:25:37
4,610.15:11:38:19
4,610.10:11:38:43
4,609.98:11:39:03
4,609.97:11:39:22
4,610.01:11:39:29
4,610.51:11:39:49
4,610.52:11:39:59
4,610.58:11:40:15
4,610.54:11:40:40
4,610.49:11:40:52
4,610.47:11:41:04
4,610.53:11:41:16
4,611.46:11:41:29
4,611.62:11:41:52
4,610.03:11:42:05
4,610.05:11:42:17
4,610.01:11:42:53
4,610.03:11:42:58
4,610.00:11:43:14
4,610.54:11:43:28
4,610.78:11:43:44
4,610.74:11:43:59
4,608.04:11:44:15
4,609.60:11:44:28
4,609.80:11:44:44
4,609.25:11:44:59
4,609.18:11:45:22
4,609.49:11:45:29
4,608.74:11:45:45
4,608.78:11:45:58
4,608.74:11:46:03
4,608.78:11:46:03
4,608.79:11:46:14
4,608.68:11:46:32
4,608.88:11:46:43
4,608.68:11:46:59
4,607.77:11:47:26
4,608.08:11:47:38
4,608.05:11:47:48
4,608.08:11:48:10
4,608.05:11:48:16
4,608.30:11:48:30
4,608.43:11:48:44
4,609.72:11:49:01
4,609.65:11:49:13
4,607.88:11:49:29
4,607.09:11:49:48
4,606.50:11:50:02
4,606.86:11:50:15
4,605.66:11:50:44
4,606.25:11:50:59
4,606.67:11:51:17
4,605.68:11:51:34
4,606.85:11:51:45
4,607.16:11:51:59
4,606.08:11:52:16
4,605.98:11:52:30
4,606.03:11:52:53
4,607.00:11:53:00
4,607.11:11:53:29
4,606.03:11:53:45
4,606.40:11:54:02
4,607.53:11:54:19
4,606.28:11:54:32
4,606.88:11:54:45
4,607.04:11:55:00
4,607.52:11:55:15
4,606.98:11:55:30
4,607.23:11:55:43
4,607.18:11:56:02
4,607.48:11:56:13
4,606.55:11:56:30
4,606.48:11:56:44
4,606.42:11:56:58
4,606.46:11:57:15
4,606.48:11:57:30
4,607.22:11:57:44
4,606.08:11:58:03
4,606.24:11:58:30
4,606.94:11:58:44
4,606.89:11:59:02
4,606.81:11:59:16
4,606.82:11:59:31
4,606.50:11:59:44
4,606.82:12:00:01
4,606.80:12:00:16
4,606.76:12:00:29
4,606.74:12:00:43
4,606.77:12:01:01
4,607.15:12:01:23
4,607.17:12:01:28
4,606.66:12:01:44
4,606.29:12:02:00
4,606.67:12:02:16
4,606.15:12:02:30
4,606.68:12:02:48
4,606.61:12:03:02
4,606.68:12:03:19
4,608.29:12:03:32
4,608.66:12:03:46
4,608.50:12:04:02
4,608.53:12:04:16
4,606.50:12:04:30
4,606.97:12:04:45
4,606.84:12:05:00
4,607.91:12:05:14
4,605.34:12:05:31
4,606.81:12:05:47
4,602.97:12:06:00
4,604.67:12:06:15
4,606.90:12:06:30
4,606.83:12:06:45
4,606.90:12:07:01
4,607.31:12:07:16
4,606.88:12:07:29
4,605.33:12:07:45
4,607.95:12:08:20
4,606.37:12:08:34
4,608.53:12:08:45
4,608.54:12:08:59
4,606.06:12:09:16
4,606.32:12:09:35
4,610.31:12:09:55
4,609.70:12:10:06
4,609.78:12:10:31
4,606.00:12:10:46
4,607.62:12:11:01
4,608.07:12:11:17
4,606.65:12:11:34
4,606.68:12:11:51
4,606.61:12:12:02
4,606.07:12:12:15
4,605.54:12:12:30
4,605.61:12:12:47
4,605.30:12:13:00
4,607.53:12:13:20
4,606.70:12:13:36
4,607.09:12:13:47
4,606.72:12:14:01
4,606.26:12:14:14
4,607.37:12:14:30
4,607.47:12:14:46
4,607.87:12:15:00
4,607.80:12:15:17
4,607.81:12:15:30
4,606.86:12:15:45
4,606.55:12:16:04
4,606.48:12:16:17
4,608.07:12:16:34
4,607.98:12:16:50
4,606.26:12:17:01
4,606.61:12:17:16
4,606.15:12:17:33
4,605.61:12:17:48
4,606.39:12:18:03
4,606.19:12:18:30
4,605.65:12:18:48
4,605.55:12:19:06
4,605.65:12:19:07
4,605.55:12:19:14
4,605.20:12:19:21
4,609.51:12:19:33
4,606.50:12:19:49
4,605.53:12:20:00
4,605.97:12:20:19
4,609.67:12:20:32
4,609.55:12:20:55
4,609.05:12:21:03
4,609.01:12:21:23
4,609.06:12:21:32
4,608.56:12:22:02
4,607.29:12:22:45
4,607.41:12:23:03
4,607.51:12:23:33
4,607.54:12:23:53
4,607.68:12:24:01
4,607.62:12:24:14
4,607.58:12:24:31
4,608.10:12:24:46
4,607.95:12:25:15
4,607.94:12:25:33
4,609.09:12:25:50
4,609.94:12:26:06
4,610.31:12:26:18
4,610.56:12:26:36
4,609.46:12:26:46
4,608.32:12:27:03
4,608.46:12:27:18
4,609.59:12:27:31
4,609.50:12:28:03
4,609.68:12:28:44
4,609.91:12:28:54
4,610.44:12:29:19
4,610.70:12:29:34
4,610.46:12:29:47
4,610.13:12:30:01
4,609.95:12:30:15
4,610.15:12:30:32
4,609.52:12:30:49
4,609.36:12:31:04
:12:31:57
4,608.97:12:32:26
4,610.19:12:33:07
4,610.42:12:33:16
4,610.43:12:33:31
4,610.50:12:33:48
4,610.43:12:33:57
4,610.50:12:33:57
4,610.07:12:34:08
4,609.98:12:34:39
4,610.33:12:34:48
4,609.98:12:34:55
4,610.33:12:34:58
4,610.71:12:35:06
4,612.56:12:35:24
4,612.50:12:35:30
4,611.77:12:35:51
4,611.92:12:36:10
4,611.61:12:36:17
4,611.62:12:36:30
4,611.19:12:36:48
4,612.54:12:37:02
4,612.68:12:37:21
4,612.56:12:37:30
4,614.08:12:37:47
4,613.82:12:38:18
4,613.43:12:38:31
4,613.29:12:38:50
:12:40:14
4,610.21:12:46:58
4,609.77:12:47:03
4,609.85:12:47:18
4,609.68:12:47:32
4,609.63:12:47:47
4,612.33:12:48:04
4,613.24:12:48:18
4,612.23:12:48:32
4,611.75:12:48:48
4,611.84:12:49:19
4,612.07:12:49:33
4,612.02:12:49:49
4,611.28:12:50:02
4,610.99:12:50:20
4,610.97:12:50:32
4,611.35:12:50:48
4,611.94:12:51:04
4,612.05:12:51:18
4,610.21:12:51:33
4,612.69:12:52:05
4,612.73:12:52:18
4,612.65:12:52:33
4,612.54:12:52:49
4,612.59:12:53:05
4,611.23:12:53:20
4,611.04:12:53:33
4,613.86:12:53:48
4,613.71:12:54:05
4,616.03:12:54:18
4,614.19:12:54:33
4,614.31:12:54:48
4,613.20:12:55:05
4,612.67:12:55:18
4,614.81:12:55:37
4,615.14:12:55:49
4,615.20:12:56:04
4,615.12:12:56:17
4,616.20:12:56:35
4,616.68:12:56:49
4,617.71:12:57:04
4,617.76:12:57:20
4,616.79:12:57:34
4,617.06:12:57:51
4,617.09:12:58:09
4,618.91:12:58:24
4,619.93:12:58:36
4,619.01:12:58:50
4,618.48:12:59:14
4,620.02:12:59:19
4,618.39:12:59:36
4,618.33:12:59:48
4,615.71:01:00:03
4,614.50:01:00:19
4,614.82:01:00:32
4,614.88:01:01:03
4,617.57:01:01:19
4,617.59:01:01:40
4,619.61:01:01:53
4,619.80:01:02:04
4,620.84:01:02:19
4,620.88:01:02:40
4,623.51:01:02:51
4,624.01:01:03:05
4,623.00:01:03:28
4,624.84:01:03:36
4,625.31:01:03:53
4,624.21:01:04:04
4,624.79:01:04:20
4,624.78:01:04:34
4,623.78:01:04:50
4,624.10:01:05:06
4,624.16:01:05:22
4,621.47:01:05:43
4,621.09:01:05:54
4,621.10:01:06:05
4,621.35:01:06:22
4,620.75:01:06:59
4,620.74:01:07:24
4,620.41:01:07:36
4,620.99:01:07:49
4,621.82:01:08:02
4,621.03:01:08:18
4,620.49:01:08:35
4,620.28:01:08:53
4,620.18:01:09:06
4,621.61:01:09:20
4,620.59:01:09:35
4,620.47:01:09:54
4,617.80:01:10:05
4,617.55:01:10:18
4,618.67:01:10:35
4,618.96:01:10:56
4,619.06:01:11:04
4,618.98:01:11:20
4,618.99:01:11:34
4,618.72:01:11:50
4,618.83:01:12:05
4,618.89:01:12:18
4,619.18:01:12:34
4,618.59:01:13:04
4,614.94:01:13:20
4,615.24:01:13:35
4,615.07:01:13:51
4,614.90:01:14:05
4,616.14:01:14:20
4,615.80:01:14:37
4,615.91:01:14:51
4,615.75:01:15:04
4,615.67:01:15:19
4,615.47:01:15:34
4,615.28:01:15:52
4,615.06:01:16:08
4,614.88:01:16:19
4,615.04:01:16:35
4,614.50:01:16:49
4,612.51:01:17:05
4,611.44:01:17:18
4,610.97:01:17:36
4,611.07:01:17:50
4,610.29:01:18:08
4,612.41:01:18:19
4,613.92:01:18:36
4,613.07:01:18:48
4,613.09:01:19:05
4,613.13:01:19:36
4,609.33:01:19:49
4,609.40:01:20:05
4,610.87:01:20:23
4,610.88:01:20:33
4,611.05:01:20:54
4,611.09:01:21:07
4,611.75:01:21:19
4,613.82:01:21:34
4,613.99:01:21:54
4,613.66:01:22:05
4,614.14:01:22:20
4,615.31:01:22:52
4,615.30:01:23:21
4,614.80:01:23:34
4,614.64:01:23:49
4,612.25:01:24:06
4,612.21:01:24:19
4,612.22:01:24:35
4,612.24:01:24:55
4,612.16:01:25:06
4,611.54:01:25:20
4,611.88:01:25:35
4,612.06:01:25:51
4,613.42:01:27:32
4,614.23:01:27:34
4,610.46:01:33:00
4,610.53:01:33:21
4,610.56:01:33:35
4,610.49:01:33:51
4,611.63:01:34:07
4,611.57:01:34:21
4,611.09:01:34:38
4,608.31:01:34:51
4,608.14:01:35:08
4,607.96:01:35:21
4,609.47:01:35:36
4,609.49:01:36:06
4,609.45:01:36:23
4,609.37:01:36:39
4,607.06:01:36:55
4,607.11:01:37:22
4,608.73:01:37:36
:01:37:46
4,608.28:01:45:17
4,606.10:01:45:21
4,606.37:01:45:36
